surface,winner,winner_hand,winner_age,loser_hand,loser_age,w_ace,w_SvGms,l_ace,l_SvGms,winner_rank,loser_rank
Clay,Player1,R,33.1115674196,R,28.3203285421,2,7,1,8,78,220
Clay,Player1,R,29.8699520876,R,25.492128679,0,9,2,10,41,69
Clay,Player1,R,29.568788501,R,27.5208761123,7,13,2,14,57,74
Clay,Player1,L,31.0691307324,R,35.022587269,2,10,1,9,96,138
Clay,Player1,R,36.8624229979,R,35.06091718,1,10,3,11,149,44
Clay,Player1,R,23.7563312799,R,23.3374401095,7,16,3,15,109,47
Clay,Player1,R,25.8891170431,R,26.0396988364,5,7,1,6,119,73
Clay,Player1,R,22.7022587269,R,18.5106091718,0,15,1,15,93,103
Clay,Player1,R,31.7453798768,R,28.6187542779,2,11,1,10,51,43
Clay,Player1,L,28.7392197125,U,20.4982888433,2,13,0,13,50,
Clay,Player1,R,21.7713894593,L,28.3531827515,1,12,2,11,77,64
Hard,Player1,R,21.4565366188,R,23.6084873374,43,16,7,15,89,154
Hard,Player1,R,21.4565366188,R,33.7960301164,43,18,38,18,89,9
Hard,Player1,R,23.6084873374,R,31.3483915127,12,16,19,15,154,49
Hard,Player1,R,33.7960301164,R,24.8131416838,16,9,3,8,9,60
Hard,Player1,R,21.4565366188,R,35.6906228611,14,10,5,9,89,102
Hard,Player1,R,23.6084873374,R,37.158110883,24,18,6,18,154,111
Hard,Player1,R,31.3483915127,R,29.659137577,23,14,6,13,49,143
Hard,Player1,R,33.7960301164,R,26.3080082136,27,11,13,11,9,87
Hard,Player1,R,24.8131416838,R,22.7707049966,6,14,7,13,60,166
Hard,Player1,R,35.6906228611,R,29.6618754278,8,15,4,14,102,37
Hard,Player1,R,21.4565366188,R,32.4298425736,32,13,14,12,89,106
Hard,Player1,R,37.158110883,R,26.765229295,4,15,17,15,111,92
Hard,Player1,R,23.6084873374,R,29.1334702259,18,16,11,16,154,34
Hard,Player1,R,31.3483915127,R,29.2511978097,17,10,6,9,49,79
Hard,Player1,R,29.659137577,R,21.0595482546,2,11,2,10,143,29
Hard,Player1,R,26.3080082136,R,31.2744695414,9,9,6,9,87,130
Hard,Player1,R,22.7707049966,R,33.2895277207,14,11,4,11,166,121
Hard,Player1,R,24.8131416838,R,22.9733059548,9,15,4,16,60,152
Hard,Player1,R,35.6906228611,R,19.5208761123,3,11,8,10,102,123
Hard,Player1,R,32.4298425736,R,23.8247775496,7,14,3,13,106,82
Hard,Player1,R,21.4565366188,L,30.6201232033,24,15,13,15,89,48
Hard,Player1,R,37.158110883,R,27.5592060233,8,17,22,17,111,76
Hard,Player1,R,26.765229295,R,30.6584531143,14,10,6,9,92,118
Hard,Player1,R,23.6084873374,U,19.8275154004,6,8,0,8,154,
Hard,Player1,R,31.3483915127,R,21.9630390144,13,10,14,10,49,98
Hard,Player1,R,29.2511978097,R,39.9534565366,4,18,37,18,79,81
Hard,Player1,R,29.659137577,R,24.2600958248,3,13,11,12,143,128
Hard,Player1,R,32.4462696783,R,33.8754277892,1,12,2,12,33,68
Hard,Player1,R,33.8754277892,R,29.1197809719,8,14,0,14,68,7
Hard,Player1,R,32.4462696783,R,23.0006844627,4,15,5,14,33,16
Hard,Player1,R,29.1197809719,R,27.0088980151,3,9,2,8,7,38
Hard,Player1,R,33.8754277892,L,19.8275154004,3,11,3,11,68,25
Hard,Player1,R,32.4462696783,R,26.7296372348,4,8,0,7,33,56
Hard,Player1,R,23.0006844627,R,33.8206707734,7,9,1,9,16,140
Hard,Player1,R,29.1197809719,R,30.4503764545,1,9,4,8,7,84
Hard,Player1,R,27.0088980151,R,26.9678302533,3,9,5,10,38,20
Hard,Player1,R,33.8754277892,R,28.1259411362,8,11,15,11,68,14
Hard,Player1,L,19.8275154004,R,33.401779603,8,9,2,10,25,59
Hard,Player1,R,32.4462696783,R,34.9733059548,11,13,0,13,33,40
Hard,Player1,R,26.7296372348,R,31.1293634497,3,11,4,11,56,53
Hard,Player1,R,23.0006844627,L,35.241615332,1,10,1,10,16,26
Hard,Player1,R,33.8206707734,R,22.6119096509,5,9,1,10,140,211
Hard,Player1,R,29.1197809719,R,27.9041752225,0,13,6,13,7,36
Hard,Player1,R,30.4503764545,R,28.3203285421,12,9,5,9,84,72
Hard,Player1,R,27.0088980151,L,29.5879534565,5,11,1,11,38,39
Hard,Player1,R,26.9678302533,R,22.7323750856,15,15,3,15,20,52
Hard,Player1,R,28.1259411362,R,35.3237508556,21,12,2,12,14,32
Hard,Player1,R,33.8754277892,R,29.7631759069,4,9,5,10,68,58
Hard,Player1,R,33.401779603,R,34.1245722108,4,11,2,11,59,31
Hard,Player1,L,19.8275154004,R,31.394934976,7,11,5,10,25,351
Hard,Player1,R,32.4462696783,R,28.180698152,12,12,2,12,33,21
Hard,Player1,R,34.9733059548,R,29.5770020534,11,15,7,14,40,61
Hard,Player1,R,31.1293634497,R,31.8521560575,2,10,6,10,53,55
Hard,Player1,R,26.7296372348,R,20.501026694,1,14,8,15,56,12
Hard,Player1,R,23.0006844627,R,31.9972621492,8,10,4,10,16,35
Hard,Player1,L,35.241615332,R,31.2114989733,3,11,7,11,26,45
Hard,Player1,R,33.8206707734,R,29.7138945927,12,9,0,8,140,86
Hard,Player1,R,22.6119096509,R,22.726899384,1,13,5,13,211,11
Hard,Player1,R,29.2703627652,R,28.7419575633,1,15,3,15,82,148
Hard,Player1,R,29.2703627652,R,23.8439425051,6,10,2,11,82,84
Hard,Player1,R,28.7419575633,R,33.8151950719,4,13,16,13,148,9
Hard,Player1,R,23.8439425051,R,30.4038329911,9,15,16,16,84,4
Hard,Player1,R,29.2703627652,R,29.1526351814,5,14,11,14,82,34
Hard,Player1,R,28.7419575633,R,34.9924709103,3,10,6,10,148,52
Hard,Player1,R,33.8151950719,L,30.6392881588,24,11,6,11,9,51
Hard,Player1,R,30.4038329911,R,21.4757015743,5,10,18,10,4,56
Hard,Player1,R,23.8439425051,R,35.7097878166,5,11,4,11,84,101
Hard,Player1,R,29.1526351814,R,37.1772758385,7,12,5,12,34,105
Hard,Player1,R,29.2703627652,R,23.8138261465,6,13,19,13,82,64
Hard,Player1,R,34.9924709103,R,24.8323066393,7,13,5,13,52,68
Hard,Player1,R,28.7419575633,R,21.9822039699,0,7,3,7,148,98
Hard,Player1,L,30.6392881588,R,32.4490075291,5,10,5,10,51,102
Hard,Player1,R,33.8151950719,R,31.2936344969,18,9,4,10,9,133
Hard,Player1,R,30.4038329911,L,23.394934976,12,11,4,10,4,72
Hard,Player1,R,21.4757015743,R,27.5783709788,8,8,0,8,56,79
Hard,Player1,R,35.7097878166,R,22.3600273785,7,13,7,13,101,120
Hard,Player1,R,23.8439425051,R,21.3086926762,5,14,17,14,84,42
Hard,Player1,R,29.1526351814,R,29.6783025325,12,11,2,11,34,131
Hard,Player1,R,37.1772758385,R,31.1375770021,2,11,7,10,105,189
Hard,Player1,R,29.2703627652,R,39.9726214921,3,11,13,11,82,88
Hard,Player1,R,23.8138261465,R,29.6810403833,19,17,8,17,64,37
Hard,Player1,R,34.9924709103,R,26.3271731691,5,11,12,11,52,85
Hard,Player1,R,24.8323066393,R,32.8542094456,6,10,6,9,68,111
Hard,Player1,R,21.9822039699,R,26.8145106092,10,11,0,10,98,162
Hard,Player1,R,28.7419575633,R,21.0787132101,4,16,7,17,148,29
Hard,Player1,L,30.6392881588,R,23.627652293,2,8,5,8,51,107
Hard,Player1,R,32.4490075291,L,37.4127310062,5,10,11,10,102,67
Hard,Player1,R,31.2936344969,U,20.8542094456,7,10,7,10,133,181
Hard,Player1,R,33.8151950719,R,30.6776180698,23,11,4,10,9,122
Hard,Player1,R,20.5201916496,R,31.1485284052,14,12,2,12,12,50
Hard,Player1,R,20.5201916496,R,28.1998631075,5,10,3,10,12,24
Hard,Player1,R,31.1485284052,L,20.6488706366,3,10,9,10,50,75
Hard,Player1,R,20.5201916496,R,33.1170431211,4,10,4,9,12,141
Hard,Player1,R,28.1998631075,R,34.1437371663,3,9,4,9,24,32
Hard,Player1,R,31.1485284052,R,21.3305954825,5,9,5,8,50,115
Hard,Player1,L,20.6488706366,R,31.8822724162,5,9,7,9,75,143
Hard,Player1,R,20.5201916496,R,22.0177960301,2,9,5,9,12,78
Hard,Player1,R,33.1170431211,R,25.0047912389,9,10,5,9,141,130
Hard,Player1,R,28.1998631075,R,29.7823408624,2,9,3,8,24,59
Hard,Player1,R,34.1437371663,R,29.5961670089,15,14,5,14,32,60
Hard,Player1,R,21.3305954825,R,22.8528405202,4,11,10,10,115,48
Hard,Player1,R,31.1485284052,L,19.8466803559,2,11,18,11,50,25
Hard,Player1,R,31.8822724162,L,35.2607802875,6,10,6,9,143,26
Hard,Player1,L,20.6488706366,R,22.2614647502,3,9,6,9,75,13
Hard,Player1,R,22.0177960301,R,26.9760438056,13,9,4,8,78,77
Hard,Player1,R,33.1170431211,R,26.7405886379,10,14,6,14,141,168
Hard,Player1,R,25.0047912389,L,25.6098562628,17,10,12,11,130,94
Hard,Player1,R,29.7823408624,R,33.363449692,12,11,1,11,59,136
Hard,Player1,R,29.5961670089,R,26.7488021903,2,9,2,9,60,49
Hard,Player1,R,34.1437371663,R,23.2908966461,7,15,2,15,32,139
Hard,Player1,R,22.8528405202,R,32.0164271047,16,12,15,12,48,35
Hard,Player1,R,21.3305954825,R,33.839835729,6,13,13,13,115,112
Hard,Player1,R,31.1485284052,R,26.5051334702,6,9,4,9,50,61
Hard,Player1,L,35.2607802875,R,26.2696783025,15,16,12,15,26,161
Hard,Player1,R,31.8822724162,R,34.9349760438,13,15,4,14,143,283
Hard,Player1,L,20.6488706366,R,30.46954141,8,11,7,10,75,74
Clay,Player1,R,23.7152635181,R,18.5297741273,1,10,4,11,90,104
Clay,Player1,R,23.7152635181,R,29.5879534565,,,,,90,83
Clay,Player1,R,18.5297741273,R,33.1307323751,9,14,5,13,104,63
Clay,Player1,R,23.7152635181,R,20.1587953457,4,11,1,11,90,135
Clay,Player1,R,29.5879534565,R,25.6755646817,13,14,0,13,83,113
Clay,Player1,R,33.1307323751,L,31.0882956879,4,14,3,13,63,93
Clay,Player1,R,18.5297741273,R,21.7905544148,1,9,0,10,104,66
Clay,Player1,R,23.7152635181,R,26.0588637919,13,9,0,9,90,73
Clay,Player1,R,20.1587953457,R,29.8891170431,5,14,5,14,135,40
Clay,Player1,R,29.5879534565,L,24.720054757,6,10,2,9,83,126
Clay,Player1,R,25.6755646817,R,25.9082819986,0,11,1,11,113,114
Clay,Player1,L,31.0882956879,L,28.372347707,0,15,2,15,93,80
Clay,Player1,R,33.1307323751,R,25.5112936345,5,9,2,8,63,69
Clay,Player1,R,21.7905544148,L,23.4907597536,5,18,2,18,66,62
Clay,Player1,R,18.5297741273,R,22.7214236824,6,11,3,11,104,91
Clay,Player1,R,23.7152635181,R,25.4592744695,1,9,0,9,90,8
Clay,Player1,R,26.0588637919,R,18.9431895962,5,13,9,13,73,445
Clay,Player1,R,20.1587953457,R,36.0410677618,0,8,2,7,135,140
Clay,Player1,R,29.8891170431,L,28.758384668,7,15,1,14,40,46
Clay,Player1,R,29.5879534565,R,26.3846680356,5,12,4,12,83,17
Clay,Player1,L,24.720054757,R,30.7296372348,4,9,2,8,126,99
Clay,Player1,R,25.6755646817,R,27.5400410678,1,10,2,10,113,76
Clay,Player1,R,25.9082819986,R,23.356605065,1,16,8,17,114,47
Clay,Player1,L,28.372347707,R,35.0800821355,3,11,1,10,80,44
Clay,Player1,L,31.0882956879,R,23.7754962355,3,11,7,10,93,103
Clay,Player1,R,25.5112936345,R,22.8583162218,3,14,2,14,69,117
Clay,Player1,R,33.1307323751,R,26.507871321,1,6,0,6,63,19
Clay,Player1,L,23.4907597536,R,28.6379192334,4,8,0,7,62,43
Clay,Player1,R,21.7905544148,R,31.7645448323,4,11,3,11,66,55
Clay,Player1,R,22.7214236824,L,23.6796714579,7,10,5,11,91,95
Clay,Player1,R,18.5297741273,R,31.7399041752,2,9,1,8,104,16
Hard,Player1,R,23.832991102,R,21.8507871321,13,10,7,9,72,3
Hard,Player1,R,23.832991102,R,33.8343600274,25,18,24,18,72,9
Hard,Player1,R,21.8507871321,L,23.5099247091,10,11,2,10,3,64
Hard,Player1,R,23.832991102,R,33.9137577002,7,17,15,17,72,42
Hard,Player1,R,33.8343600274,R,29.7002053388,38,18,9,18,9,44
Hard,Player1,L,23.5099247091,R,23.8631074606,4,8,1,9,64,71
Hard,Player1,R,21.8507871321,R,20.0219028063,13,10,1,10,3,26
Hard,Player1,R,23.832991102,L,32.7310061602,21,16,8,17,72,2
Hard,Player1,R,33.9137577002,R,29.1718001369,9,11,5,11,42,36
Hard,Player1,R,33.8343600274,R,31.3867214237,19,10,14,10,9,57
Hard,Player1,R,29.7002053388,R,29.6153319644,2,7,0,7,44,87
Hard,Player1,R,23.8631074606,R,21.0978781656,10,16,9,17,71,34
Hard,Player1,L,23.5099247091,R,26.5270362765,2,15,0,16,64,25
Hard,Player1,R,20.0219028063,L,37.4318959617,,,,,26,73
Hard,Player1,R,21.8507871321,R,36.900752909,9,10,0,9,3,145
Hard,Player1,L,32.7310061602,L,31.5126625599,3,9,5,9,2,76
Hard,Player1,R,23.832991102,R,35.0116358658,13,10,6,11,72,49
Hard,Player1,R,33.9137577002,R,26.803559206,9,11,2,11,42,93
Hard,Player1,R,29.1718001369,U,23.7919233402,7,12,6,12,36,552
Hard,Player1,R,33.8343600274,L,30.6584531143,18,14,3,14,9,51
Hard,Player1,R,31.3867214237,R,35.7289527721,15,9,3,8,57,103
Hard,Player1,R,29.6153319644,R,26.9760438056,9,15,10,15,87,229
Hard,Player1,R,29.7002053388,R,32.8733744011,3,10,0,9,44,115
Hard,Player1,R,21.0978781656,R,24.8514715948,5,14,11,14,34,79
Hard,Player1,R,23.8631074606,U,17.2320328542,2,8,2,8,71,
Hard,Player1,L,23.5099247091,L,23.4140999316,5,12,1,12,64,75
Hard,Player1,R,26.5270362765,R,28.3586584531,1,13,7,13,25,74
Hard,Player1,R,20.0219028063,R,23.3757700205,4,12,11,12,26,67
Hard,Player1,L,37.4318959617,R,28.6570841889,14,16,4,16,73,43
Hard,Player1,R,36.900752909,R,27.5975359343,3,12,12,12,145,84
Hard,Player1,R,21.8507871321,R,19.5592060233,13,9,4,9,3,133
Hard,Player1,R,37.5496235455,R,20.5393566051,6,10,4,10,7,11
Hard,Player1,R,20.5393566051,R,32.4845995893,5,17,8,17,11,23
Hard,Player1,R,37.5496235455,R,22.2806297057,7,8,1,8,7,13
Hard,Player1,R,20.5393566051,R,22.0369609856,2,16,7,15,11,77
Hard,Player1,R,32.4845995893,R,28.681724846,7,14,2,13,23,113
Hard,Player1,R,22.2806297057,R,27.0061601643,10,15,9,15,13,19
Hard,Player1,R,37.5496235455,R,27.0472279261,2,11,2,11,7,35
Hard,Player1,R,22.0369609856,R,29.158110883,9,16,1,16,77,6
Hard,Player1,R,20.5393566051,R,26.288843258,4,8,5,8,11,155
Hard,Player1,R,32.4845995893,R,33.6919917864,6,9,1,8,23,128
Hard,Player1,R,28.681724846,R,26.5242984257,3,9,0,8,113,68
Hard,Player1,R,22.2806297057,R,33.440109514,9,13,5,13,13,88
Hard,Player1,R,27.0061601643,R,30.8665297741,19,15,1,16,19,18
Hard,Player1,R,27.0472279261,R,28.8377823409,2,9,3,9,35,54
Hard,Player1,R,37.5496235455,L,35.279945243,10,14,3,13,7,32
Hard,Player1,R,29.158110883,R,29.8015058179,2,9,4,10,6,65
Hard,Player1,R,22.0369609856,L,19.8548939083,3,11,5,10,77,143
Hard,Player1,R,26.288843258,R,31.8904859685,5,12,5,12,155,62
Hard,Player1,R,20.5393566051,R,31.2498288843,7,14,5,14,11,47
Hard,Player1,R,32.4845995893,R,30.4093086927,7,12,1,13,23,10
Hard,Player1,R,33.6919917864,R,28.4353182752,4,15,0,14,128,218
Hard,Player1,R,26.5242984257,R,22.8720054757,3,16,12,16,68,56
Hard,Player1,R,28.681724846,R,23.0390143737,2,9,5,9,113,15
Hard,Player1,R,22.2806297057,L,25.6290212183,3,16,12,17,13,96
Hard,Player1,R,33.440109514,R,25.0020533881,6,16,12,16,88,98
Hard,Player1,R,30.8665297741,R,24.2984257358,0,9,6,10,18,137
Hard,Player1,R,27.0061601643,R,22.765229295,5,9,4,8,19,12
Hard,Player1,R,28.8377823409,R,28.1642710472,7,16,15,16,54,14
Hard,Player1,R,27.0472279261,R,26.7679671458,7,9,0,10,35,50
Hard,Player1,L,35.279945243,R,29.7522245038,13,13,2,13,32,85
Hard,Player1,R,37.5496235455,R,35.3620807666,7,13,1,13,7,31
Clay,Player1,L,28.7775496235,R,22.7405886379,8,10,5,11,48,92
Clay,Player1,R,22.7405886379,R,20.1779603012,1,10,5,10,92,108
Clay,Player1,L,28.7775496235,R,23.7344284736,5,12,5,12,48,37
Clay,Player1,R,20.1779603012,R,25.6947296372,3,7,0,7,108,95
Clay,Player1,R,22.7405886379,R,31.7837097878,8,15,13,15,92,55
Clay,Player1,L,28.7775496235,R,29.067761807,5,8,0,7,48,121
Clay,Player1,R,23.7344284736,R,18.5489390828,5,13,5,13,37,60
Clay,Player1,R,20.1779603012,R,29.9082819986,3,10,3,9,108,38
Clay,Player1,R,25.6947296372,R,25.53045859,8,11,6,11,95,66
Clay,Player1,R,31.7837097878,R,23.794661191,7,13,6,12,55,114
Clay,Player1,R,22.7405886379,R,21.8097193703,7,18,7,18,92,61
Clay,Player1,R,29.067761807,R,18.9623545517,3,11,5,11,121,449
Clay,Player1,L,28.7775496235,R,25.9274469541,4,9,3,9,48,111
Clay,Player1,R,18.5489390828,L,31.1074606434,16,12,3,12,60,86
Clay,Player1,R,23.7344284736,R,35.099247091,4,15,5,15,37,45
Clay,Player1,R,20.1779603012,L,24.7392197125,5,10,3,9,108,120
Clay,Player1,R,25.6947296372,R,21.8343600274,4,7,0,8,95,170
Clay,Player1,R,25.53045859,R,37.196440794,5,10,7,9,66,106
Clay,Player1,R,23.794661191,L,28.3915126626,7,10,1,10,114,81
Clay,Player1,R,22.7405886379,R,30.7488021903,5,10,11,10,92,101
Clay,Player1,R,21.8097193703,U,25.659137577,6,9,2,8,61,389
Clay,Player1,R,29.067761807,R,26.0780287474,8,15,5,16,121,70
Clay,Player1,R,18.9623545517,R,22.8774811773,2,13,4,14,449,117
Clay,Player1,R,25.9274469541,L,23.6988364134,6,12,11,12,111,97
Clay,Player1,R,18.5489390828,R,33.1498973306,12,15,11,15,60,59
Clay,Player1,L,31.1074606434,L,28.9938398357,7,8,2,8,86,146
Clay,Player1,R,23.7344284736,L,28.7419575633,1,16,4,16,37,168
Hard,Player1,R,25.4976043806,R,37.568788501,1,15,3,15,8,4
Hard,Player1,R,25.4976043806,R,28.1834360027,5,17,17,17,8,14
Hard,Player1,R,37.568788501,L,32.7501711157,,,,,4,2
Hard,Player1,R,25.4976043806,R,32.5037645448,,,,,8,19
Hard,Player1,R,28.1834360027,R,19.5071868583,13,10,2,9,14,130
Hard,Player1,R,37.568788501,R,22.0561259411,4,10,6,10,4,67
Hard,Player1,L,32.7501711157,R,22.7843942505,1,12,17,12,2,13
Hard,Player1,R,32.5037645448,R,35.3812457221,4,7,1,7,19,39
Hard,Player1,R,25.4976043806,R,40.0109514031,4,10,6,9,8,89
Hard,Player1,R,28.1834360027,R,28.8569472964,12,10,7,9,14,55
Hard,Player1,R,19.5071868583,L,23.4332648871,7,5,0,5,130,74
Hard,Player1,R,22.0561259411,L,19.8850102669,5,14,6,15,67,25
Hard,Player1,R,37.568788501,R,24.1505817933,6,9,4,8,4,23
Hard,Player1,R,22.7843942505,R,33.8535249829,1,11,12,11,13,9
Hard,Player1,L,32.7501711157,R,27.0143737166,7,10,4,9,2,113
Hard,Player1,R,35.3812457221,R,31.7837097878,3,10,2,10,39,1
Hard,Player1,R,32.5037645448,L,31.1266255989,5,8,0,7,19,91
Hard,Player1,R,40.0109514031,L,29.3059548255,16,11,4,10,89,97
Hard,Player1,R,25.4976043806,R,34.1820670773,2,8,0,8,8,29
Hard,Player1,R,28.8569472964,R,21.8699520876,9,8,3,8,55,3
Hard,Player1,R,28.1834360027,R,25.6098562628,22,15,3,15,14,217
Hard,Player1,L,23.4332648871,R,18.5681040383,0,17,13,17,74,58
Hard,Player1,R,19.5071868583,R,23.7535934292,0,10,7,10,130,32
Hard,Player1,R,22.0561259411,R,29.1772758385,10,15,3,14,67,7
Hard,Player1,L,19.8850102669,R,30.4284736482,5,9,5,9,25,11
Hard,Player1,R,24.1505817933,R,29.3086926762,5,9,1,9,23,53
Hard,Player1,R,37.568788501,R,33.9329226557,4,10,8,9,4,40
Hard,Player1,R,33.8535249829,L,28.7967145791,7,10,0,9,9,34
Hard,Player1,R,22.7843942505,R,21.3689253936,7,11,2,10,13,102
Hard,Player1,R,27.0143737166,R,23.0581793292,0,9,2,8,113,15
Hard,Player1,L,32.7501711157,R,26.546201232,3,8,0,8,2,26
Hard,Player1,R,31.7837097878,R,25.6235455168,3,10,6,10,1,128
Hard,Player1,R,35.3812457221,R,23.8521560575,3,10,10,10,39,33
Hard,Player1,R,32.5037645448,R,31.8028747433,5,14,2,14,19,56
Hard,Player1,L,31.1266255989,R,26.4229979466,1,9,3,9,91,16
Hard,Player1,R,40.0109514031,R,22.2997946612,20,11,4,11,89,12
Hard,Player1,L,29.3059548255,R,27.0253251198,10,17,10,17,97,18
Hard,Player1,R,34.1820670773,R,35.1184120465,7,15,6,16,29,60
Hard,Player1,R,25.4976043806,R,24.8706365503,2,11,1,11,8,77
Hard,Player1,R,21.8699520876,L,29.6454483231,5,5,1,6,3,50
Hard,Player1,R,28.8569472964,R,28.7008898015,14,13,5,13,55,95
Hard,Player1,R,25.6098562628,R,20.0410677618,2,12,4,13,217,24
Hard,Player1,R,28.1834360027,R,31.4058863792,18,11,10,11,14,51
Hard,Player1,R,18.5681040383,R,20.5585215606,4,9,3,9,58,10
Hard,Player1,L,23.4332648871,R,30.8856947296,2,11,1,11,74,22
Hard,Player1,R,23.7535934292,R,27.5783709788,3,10,0,9,32,88
Hard,Player1,R,19.5071868583,L,23.7180013689,4,9,2,8,130,99
Hard,Player1,R,29.1772758385,L,30.6776180698,3,16,1,16,7,52
Hard,Player1,R,22.0561259411,R,25.0239561944,6,13,5,14,67,30
Hard,Player1,L,19.8850102669,R,29.1909650924,8,10,1,9,25,38
Hard,Player1,R,30.4284736482,R,28.6762491444,7,10,1,9,11,45
Hard,Player1,R,29.3086926762,R,31.7782340862,4,9,0,9,53,17
Hard,Player1,R,24.1505817933,R,23.394934976,6,7,2,7,23,86
Hard,Player1,R,33.9329226557,R,27.0663928816,5,17,1,17,40,31
Hard,Player1,R,37.568788501,R,29.6344969199,2,10,6,9,4,85
Hard,Player1,R,33.8535249829,R,19.5783709788,6,7,1,7,9,131
Hard,Player1,L,28.7967145791,L,26.1574264203,10,15,9,14,34,125
Hard,Player1,R,21.3689253936,R,31.909650924,4,14,7,13,102,68
Hard,Player1,R,22.7843942505,L,37.4510609172,7,13,6,13,13,78
Hard,Player1,R,23.0581793292,R,23.8822724162,5,9,0,9,15,62
Hard,Player1,R,27.0143737166,R,28.2381930185,1,9,4,9,113,21
Hard,Player1,R,26.546201232,R,25.9466119097,1,8,2,8,26,111
Hard,Player1,L,32.7501711157,R,22.3983572895,6,7,3,7,2,192
Hard,Player1,R,25.6235455168,R,22.8966461328,2,13,2,13,128,117
Hard,Player1,R,35.3812457221,R,27.961670089,3,8,2,8,39,44
Hard,Player1,R,31.8028747433,R,21.5140314853,9,12,14,12,56,59
Hard,Player1,L,31.1266255989,R,26.7871321013,1,7,1,8,91,54
Hard,Player1,R,40.0109514031,R,31.2689938398,18,12,2,12,89,49
Hard,Player1,L,29.3059548255,R,29.8206707734,1,11,7,11,97,69
Hard,Player1,R,35.1184120465,L,28.5366187543,1,9,5,9,60,90
Hard,Player1,R,24.8706365503,L,28.4106776181,0,17,3,17,77,80
Hard,Player1,L,29.6454483231,L,31.5318275154,5,9,3,8,50,75
Hard,Player1,R,28.8569472964,R,29.7193702943,6,8,1,8,55,42
Hard,Player1,R,25.6098562628,R,32.0547570157,4,12,8,12,217,37
Hard,Player1,R,31.4058863792,R,22.8911704312,7,15,7,15,51,57
Hard,Player1,R,18.5681040383,L,23.5290896646,6,9,1,8,58,48
Hard,Player1,L,23.4332648871,R,26.5434633812,2,13,3,13,74,65
Hard,Player1,R,27.5783709788,R,25.0212183436,4,11,6,11,88,96
Hard,Player1,L,23.7180013689,L,20.6872005476,3,9,3,9,99,66
Hard,Player1,L,30.6776180698,R,27.6167008898,5,14,0,13,52,84
Hard,Player1,R,22.0561259411,L,29.6125941136,3,9,1,9,67,206
Hard,Player1,R,29.1909650924,R,21.3470225873,3,9,3,9,38,46
Hard,Player1,R,28.6762491444,R,26.0971937029,4,11,2,11,45,71
Hard,Player1,R,29.3086926762,R,28.3778234086,1,8,3,8,53,76
Hard,Player1,R,23.394934976,R,21.1170431211,8,16,11,16,86,35
Hard,Player1,R,33.9329226557,R,28.7802874743,8,15,1,15,40,100
Hard,Player1,R,29.6344969199,R,35.0308008214,1,11,5,11,85,47
Hard,Player1,R,19.5783709788,R,21.8288843258,3,10,5,11,131,61
Hard,Player1,L,26.1574264203,R,30.507871321,4,15,9,14,125,79
Hard,Player1,R,31.909650924,R,32.4873374401,8,10,6,9,68,101
Hard,Player1,L,37.4510609172,R,33.4592744695,15,12,4,12,78,81
Hard,Player1,R,23.8822724162,R,29.9274469541,6,14,0,14,62,41
Hard,Player1,R,27.0143737166,R,31.1868583162,5,10,2,9,113,43
Hard,Player1,R,25.9466119097,R,26.8227241615,2,10,1,11,111,104
Hard,Player1,R,22.3983572895,R,30.7926078029,8,11,1,10,192,148
Hard,Player1,R,37.607118412,R,33.8918548939,6,8,9,9,5,9
Hard,Player1,R,33.8918548939,R,18.6064339493,21,12,6,12,9,57
Hard,Player1,R,37.607118412,L,19.923340178,2,9,3,9,5,23
Hard,Player1,R,33.8918548939,R,30.9240246407,24,12,3,12,9,25
Hard,Player1,R,18.6064339493,R,22.3381245722,8,10,7,10,57,13
Hard,Player1,R,37.607118412,R,32.8323066393,3,8,4,8,5,7
Hard,Player1,L,19.923340178,R,21.1553730322,7,15,5,15,23,34
Hard,Player1,R,30.9240246407,R,31.8220396988,1,14,5,14,25,1
Hard,Player1,R,33.8918548939,R,24.1889117043,17,12,10,12,9,22
Hard,Player1,R,18.6064339493,R,27.0636550308,13,11,4,11,57,19
Hard,Player1,R,22.3381245722,R,23.8904859685,12,14,18,13,13,33
Hard,Player1,R,32.8323066393,R,24.9089664613,8,12,6,12,7,77
Hard,Player1,R,37.607118412,R,23.0965092402,5,9,2,9,5,15
Hard,Player1,L,19.923340178,R,20.5968514716,5,16,7,15,23,10
Hard,Player1,R,21.1553730322,R,28.2765229295,3,12,11,12,34,20
Hard,Player1,R,31.8220396988,L,28.4490075291,3,15,8,14,1,83
Hard,Player1,R,30.9240246407,R,31.8165639973,0,10,3,10,25,17
Hard,Player1,R,24.1889117043,R,28.2217659138,2,10,8,10,22,14
Hard,Player1,R,33.8918548939,L,31.1649555099,16,12,2,12,9,86
Hard,Player1,R,18.6064339493,R,22.0944558522,7,11,6,11,57,54
Hard,Player1,R,27.0636550308,R,31.947980835,14,11,7,10,19,65
Hard,Player1,R,22.3381245722,R,32.0930869268,12,15,12,14,13,40
Hard,Player1,R,23.8904859685,R,28.7145790554,12,8,0,8,33,44
Hard,Player1,R,32.8323066393,R,29.9657768652,13,11,1,11,7,41
Hard,Player1,R,24.9089664613,R,27.8384668036,5,12,4,12,77,29
Hard,Player1,R,23.0965092402,R,21.5523613963,19,18,22,18,15,58
Hard,Player1,R,37.607118412,R,27.0527036277,14,11,2,10,5,103
